ID_Oferta,Titulo_Oferta,Ciudad,Region_Departamento,Fecha_Publicacion,Tipo_Contrato,Tipo_Jornada,Modalidad_Trabajo,Salario_Monto,Salario_Moneda,Salario_Tipo_Pago,Lenguajes_Lista,Frameworks_Lista,Bases_Datos_Lista,Herramientas_Lista,Nivel_Ingles,Nivel_Educacion,Anos_Experiencia,Conocimientos_Adicionales_Lista,Edad_Minima,Edad_Maxima,Categoria_Puesto,Nombre_Empresa,Contenido_Descripcion_Empresa,Enlace_Oferta,Contenido_Descripcion_Oferta
573,Ingenieria de sistemas eléctrico y/o telecomunicaciones,Lima,Lima,14/02/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$4,400.00",PEN,Mensual,Python,No disponible,Mysql,No disponible,Avanzado,Universitario,1,Administración de sistemas,19,45,Ingeniero/a de redes y telecomunicaciones,G & s consorcio e inversiones generales sociedad anonima cerrada,"LA EMPRESA DE TELECOMUNICACIONES CUENTA CON UNA AMPLIA EXPERIENCIA EN EL MERCADO NACIONAL REALIZADO SERVICIOS DE CABLEADO ESTRUCTURADO EN DIFERENTES CATEGORÍAS, FIBRA ÓPTICA,ELÉCTRICO, CERTIFICACIONES ETC",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieria-de-sistemas-electrico-yo-telecomunicaciones-ingeniero-en-lima-C4B8CEA2DCD9A21F61373E686DCF3405#lc=ListOffers-Score0-19,"•Diseño, implementación y mantenimiento de redes y sistemas de telecomunicaciones. •Soporte técnico y resolución de incidencias en infraestructuras de telecomunicaciones. •Planificación y ejecución de proyectos de telecomunicaciones. •Monitoreo de equipos y sistemas electrónicos para garantizar su funcionamiento óptimo. •Realización de pruebas de calidad y diagnóstico de fallas en equipos de telecomunicaciones. •Elaboración de informes técnicos y documentación de proyectos."
574,Egresado o bachiller en ing. electrónica ing. de sistemas o ing. de telecomunciaciones,Lima,Junin,21/05/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$6,000.00",PEN,Mensual,Java,No disponible,"Mysql,Postgresql",Excel,No disponible,Universitario,2,No disponible,19,43,Ingeniero/a de redes y telecomunicaciones,Consatel sac,"Somos un Equipo Profesional especializado en Telecomunicaciones y Tecnologias de la Información, fundamentalmente pensando en sus necesidades y seguridad.",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-egresado-o-bachiller-en-ing-electronica-ing-de-sistemas-o-ing-de-telecomunciaciones-en-lima-0F61C0F97720617661373E686DCF3405#lc=ListOffers-Score0-4,"Empresa MYPE de Telecomunicaciones requiere añadir a su equipo EGRESADO DE LAS CARRERAS DE INGENIERÍA DE SISTEMAS/ TELECOMUNICACIONES/ ELECTRONICA para cubrir el puesto de AUXILIAR DEL AREA DE INGENIERÍA. Requisitos: - Egresado o Bachiller de la carrera de INGENIERÍA DE SISTEMAS/ TELECOMUNICACIONES/ ELECTRONICA - Entre 06 meses a 1 año de experiencia en el rubro. (no indispensable) - Manejo a nivel intermedio de Excel y ofimática (Indispensable). - Manejo del sistema operativo Windows. - Conocimiento de JAVA y Base de datos. - Conocimiento de Ms Project. (No Excluyente) - Manejo de diagrama de flujos. -Disponibilidad para viajar a proyectos en provincia - Capacidad de organización, sentido de urgencia y predisposición para aprender. -Licencia de Conducir (no indispensable) -Residir en zonas aledañas (no indispensable) Funciones: Apoyo en el seguimiento de los proyectos presentados. Apoyo en la supervisión del armado de propuestas técnicas. Gestionar los diversos documentos interno..."
575,Ingeniero de sistemas,Cayma,Junin,30/03/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$6,300.00",PEN,Mensual,"Javascript,Python",No disponible,"Mysql,Postgresql,Firebase",Anydesk,No disponible,Universitario,1,No disponible,No disponible,No disponible,Ingeniero/a de redes y telecomunicaciones,Capriccio,GRUPO CAPRICCIO Hace 31 años apostamos continuamente por mejorar el desempeño de los colaboradores y el servicio que le damos a nuestros clientes. Estamos muy orgullosos y nos esforzamos todos los días para dar lo mejor de nosotros. ¡Esperamos seguir creciendo contigo!,https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-con-experiencia-en-restaurantes-en-cayma-2553532EC13B87EF61373E686DCF3405#lc=ListOffers-Score0-6,"REQUISITOS - Bachiller, técnico en Ingeniería de Sistemas o afines. - Experiencia mínima de 1 o 2 años en desarrollo, implementación y soporte de sistemas para restaurantes (P.O.S, gestión de inventarios, reservas, pedidos online, etc.). - Conocimiento en bases de datos, redes y programación. - Familiaridad con herramientas y plataformas tecnológicas utilizadas en el sector restaurantero. - Capacidad para trabajar en equipo y bajo presión. - Habilidad para resolver problemas técnicos y ofrecer soluciones eficaces. RESPONSABILIDADES - Gestionar la integración de herramientas tecnológicas que mejoren la eficiencia operativa. - Brindar soporte técnico a los usuarios y capacitar al personal en el uso adecuado de las plataformas. - Analizar y solucionar fallas en los sistemas para garantizar su correcto funcionamiento. - Otras actividades que indique el jefe inmediato. OFRECEMOS - Planilla y beneficios acorde a ley. - Salario acorde al mercado. - Oportunidades de crecimiento profesi..."
576,Trabajo desde casa security engineer / ref. 0069,Lima,Lima,21/01/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$2,400.00",PEN,Mensual,"Python,Java,Javascript",No disponible,"Postgresql,Mongodb",Docker,Avanzado,Técnico,4,Administración de sistemas,No disponible,No disponible,Ingeniero/a en ciberseguridad,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-security-engineer-ref-0069-en-lima-8653EFDF47DC864061373E686DCF3405#lc=ListOffers-Score3-1,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Security Engineer en BairesDev Buscamos Ingenieros de Seguridad para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente o..."
577,Analista de soporte redes y seguridad,San isidro,Cusco,08/03/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$8,500.00",PEN,Mensual,Python,Azure network,"Azure sql,Cosmos db",No disponible,No disponible,Técnico,5,"Oracle,Python,Tecnología de la información,Django,Lean,Agile",No disponible,No disponible,Ingeniero/a en ciberseguridad,Indra,"Minsait, una compañía de Indra Indra es una de las principales compañías globales de consultoría y tecnología, la empresa líder en tecnologías de la Información en España y el socio tecnológico para las operaciones clave de los negocios de sus clientes en todo el mundo. Dispone de una oferta integral de soluciones propias y servicios avanzados y de alto valor añadido en tecnología, que combina con una cultura única de fiabilidad, flexibilidad y adaptación a las necesidades ...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-redes-y-seguridad-en-san-isidro-BBCCF60823A38DB261373E686DCF3405#lc=ListOffers-Score3-2,"More digital. More human. More Minsait. Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible. Nos encontramos en la búsqueda de un Analista de Soporte Redes y Seguridad con ganas de trabajar en nuestros equipos multidisciplinares. ¿Cuál es el reto que te proponemos? Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital. Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor. ¿Qué esperamos por tu parte? Profesional Ingeniero de Sistemas o Técnico en Computación en Sistemas Conocimientos de Gestión de Servicios con ITIL. Conocimientos de Nube Azure. Experiencia de Soporte Telco Conocimiento de los procesos de TMForum Requisitos: Soporte Redes y Seguridad 3 años de Experiencia como Analista de inci..."
578,Trabajo desde casa security engineer / ref. 0069,Huancayo,Ancash,16/02/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$3,500.00",PEN,Mensual,"Python,Java,Go,Javascript",No disponible,"Postgresql,Elasticsearch,Aws dynamodb","Terraform,Gitlab",Nivel no especificado,Técnico,3,"Javascript,Tecnología de la información,Lean,Agile",No disponible,No disponible,Ingeniero/a en ciberseguridad,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-security-engineer-ref-0069-en-huancayo-F4E41FA72CB3C17861373E686DCF3405#lc=ListOffers-Score3-3,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Security Engineer en BairesDev Buscamos Ingenieros de Seguridad para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente o..."
579,Trabajo desde casa security engineer / ref. 0069,Huancan,Piura,29/01/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$2,600.00",PEN,Mensual,"Python,Go,Java,Javascript",No disponible,Postgresql,Terraform,Nivel no especificado,Técnico,2,Administración de sistemas,No disponible,No disponible,Ingeniero/a en ciberseguridad,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-security-engineer-ref-0069-en-huancan-CA238FE6671FA3B661373E686DCF3405#lc=ListOffers-Score3-4,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Security Engineer en BairesDev Buscamos Ingenieros de Seguridad para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente o..."
580,Ingeniero en data center servidores y redes,Jesus maria,Lambayeque,07/01/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$6,900.00",PEN,Mensual,Python,No disponible,"Postgresql,Mongodb",No disponible,No disponible,Técnico,2,No disponible,No disponible,No disponible,Ingeniero/a en ciberseguridad,Consutic,"CONSUTIC es una empresa líder en el mercado peruano, especializada en el diseño, implementación, soporte, consultoría y auditoria en soluciones de Tecnología de Información y Comunicaciones, que ha logrado apoyar a múltiples empresas con la mejora de sus procesos de negocio permitiendo el incremento de su rentabilidad. CONSUTIC no sería nada sin el increíble equipo que lo compone. Para continuar este camino, estamos buscando mentes brillantes que quieran unirse a nosotros para abrir el futuro...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-data-center-servidores-y-redes-en-jesus-maria-574B9E3705812B9061373E686DCF3405#lc=ListOffers-Score3-5,"Importante empresa del sector del rubro de informática, está en búsqueda de un personal con experiencia, que cumpla con el siguiente perfil: INGENIERO EXPERIENCIA EN ADMINISTRACIÓN DE DATA CENTER Y REDES. FUNCIONES PRINCIPALES: - Diseñar, implementar y administrar servidores físicos y virtuales en el data center. - Configurar, monitorear y mantener equipos de red (routers, switches, firewalls) para garantizar conectividad estable y segura. - Desarrollar e implementar estrategias de ciberseguridad para proteger la infraestructura tecnológica. - Supervisar y optimizar el rendimiento de los sistemas de virtualización y almacenamiento. - Gestionar políticas de respaldo y planes de recuperación ante desastres. - Diagnosticar y resolver problemas técnicos relacionados con hardware, software y redes. - Planificar e implementar proyectos de mejora tecnológica enfocados en la optimización de la infraestructura. - Monitorear el consumo energético y los sistemas de enfriamiento del data cente..."
581,Trabajo desde casa security engineer / ref. 0069,Cusco,La libertad,01/02/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$2,900.00",PEN,Mensual,"Python,Go,Java",Django,"Postgresql,Mongodb","Git,Docker",Avanzado,Técnico,1,No disponible,No disponible,No disponible,Ingeniero/a en ciberseguridad,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-security-engineer-ref-0069-en-cusco-5C68D0C3A33C094B61373E686DCF3405#lc=ListOffers-Score3-6,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Security Engineer en BairesDev Buscamos Ingenieros de Seguridad para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente o..."
582,Trabajo desde casa security engineer / ref. 0069,Chimbote,Lima,14/04/2025,Contrato a plazo indeterminado,Tiempo completo,Híbrido presencial teletrabajo,"$3,400.00",PEN,Mensual,"Python,Go,Java",Spring security,"Postgresql,Mongodb","Git,Docker,Aws",Avanzado,Universitario,3,Administración de sistemas,No disponible,No disponible,Ingeniero/a en ciberseguridad,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-security-engineer-ref-0069-en-chimbote-82C37F02D5A0A6E661373E686DCF3405#lc=ListOffers-Score3-7,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Security Engineer en BairesDev Buscamos Ingenieros de Seguridad para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente o..."
583,Docente ing. de software con inteligencia artificial  ing. de software con inteligencia artificial,Piura,Lima,08/04/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$8,700.00",PEN,Mensual,"Java,Php",No disponible,"Oracle,Sql server,Postgresql",Visual studio,Nivel no especificado,Técnico,5,No disponible,No disponible,No disponible,Ingeniero/a en inteligencia artificial,Senati,"El Servicio Nacional de Adiestramiento en Trabajo Industrial (SENATI) es una institución líder en formación profesional que tiene por finalidad proporcionar formación profesional y capacitación para la actividad industrial manufacturera y para las labores de instalación, reparación y mantenimiento realizadas en las demás actividades económicas.",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-docente-ing-de-software-con-inteligencia-artificial-ing-de-software-con-inteligencia-artificial-ing-de-software-con-inteligencia-artificial-piura-en-piura-9D1D9D11455609DC61373E686DCF3405#lc=ListOffers-Score4-0,"Institución líder y prestigiosa en formación profesional, que apoya a la industria nacional en el contexto global y contribuye a la mejora de calidad de vida de nuestra sociedad, se encuentra en la búsqueda del siguiente perfil: DESCRIPCIÒN DE LA OFERTA Profesionales líderes con estudios en Ingeniería de Sistemas o Informática. Con experiencia en elaboración de planes de sesión y el control de avance de las clases programadas. Realizar y mantener actualizado los registros de asistencia y notas en los sistemas establecidos. Realizar el dictado de clases según la estructura curricular. REQUISITOS: - Bachiller Universitario o titulado en la especialidad de Ing. De Sistemas o Informática. - Sólidos conocimientos en Visual Studio, Java, PHP, entre otros. - Con conocimientos en Gestores de Base de datos Oracle, SQL Server, Postgres, Big Data y Machine Learning, Inteligencia de Negocios, Redes Neuranales, BACKEND DEVELOPER WEB, ING. DE SOFTW Y METODOL ÁGILES, PROG DESARR D SOFT WITH ORACLE..."
584,Analista de datos e información agrícola,Olmos,Lima,06/03/2025,Contrato a plazo indeterminado,Tiempo completo,Teletrabajo,"$8,100.00",PEN,Mensual,Sql,No disponible,"Mysql/sql server,Oracle,Ibm db2","Access,Excel y power bi",Avanzado,Universitario,2,No disponible,No disponible,No disponible,Ingeniero/a en inteligencia artificial,Mission produce perú,"Somos Mission South and Central America, una empresa agroindustrial, dedicada al cultivo, producción y exportación de frutas frescas. Nuestras operaciones se encuentran en el departamento de La Libertad y Lambayeque (Olmos). Pertenecemos al grupo empresarial Mission Produce, el líder mundial de comercialización de palta, presente en más de 25 países. Actualmente nuestras operaciones se encuentran en proceso de crecimiento y expansión. ¡Forma parte de nuestra empresa!",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-e-informacion-agricola-olmos-en-olmos-2073C2AA31AA040B61373E686DCF3405#lc=ListOffers-Score3-2,"Misión: Administrar y desarrollar la base de datos agrícolas de las diversas operaciones de la Unidad de Negocio, de acuerdo a las políticas establecidas en materia de seguridad de la información y requerimientos operacionales, a fin de garantizar la integridad, seguridad, calidad e integración de datos, así como la disposición oportuna para la producción de información y la toma de decisiones operacionales claves. Requisitos: Ingeniero de Sistemas Especialización: Maestría en Data Analytics o Ciencias de Datos Conocimientos Técnicos: Certificación en Manejo de Base de Datos (MySQL/SQL Server, Oracle, IBM DB2 u otras) Gestión de Información e Inteligencia Artificial, Bussiness Intelligence u otros similares. Conocimientos Técnicos: Administración de Base de Datos / Desarrollo y Mantenimiento de Base de Datos. / Conocimiento de indicadores de producción agrícola. Conocimientos de Idiomas: Inglés Avanzado Conocimientos Informáticos: MySQL, Access, Excel y Power BI (Avanzado) / Postgre..."
